id;valor;data;posto
5374768;0.0;2021-10-09;72
5374767;0.0;2021-10-08;72
5373177;0.0;2021-10-07;72
5373176;0.0;2021-10-06;72
5373175;0.0;2021-10-05;72
5373174;0.0;2021-10-04;72
5373173;0.0;2021-10-03;72
5373172;0.0;2021-10-02;72
5370652;0.0;2021-10-01;72
5370651;0.0;2021-09-30;72
5369151;0.0;2021-09-29;72
5368170;0.0;2021-09-28;72
5368169;0.0;2021-09-27;72
5368168;0.0;2021-09-26;72
5368167;0.0;2021-09-25;72
5366612;0.0;2021-09-24;72
5366611;0.0;2021-09-23;72
5365190;0.0;2021-09-22;72
5365189;0.0;2021-09-21;72
5365188;0.0;2021-09-20;72
5365187;0.0;2021-09-19;72
5365186;0.0;2021-09-18;72
5362966;0.0;2021-09-17;72
5362965;0.0;2021-09-16;72
5362964;0.0;2021-09-15;72
5362963;0.0;2021-09-14;72
5358904;0.0;2021-09-13;72
5358903;0.0;2021-09-12;72
5358902;0.0;2021-09-11;72
5357908;0.0;2021-09-10;72
5357907;0.0;2021-09-09;72
5357906;0.0;2021-09-08;72
5357905;0.0;2021-09-07;72
5357904;0.0;2021-09-06;72
5357903;0.0;2021-09-05;72
5357902;0.0;2021-09-04;72
5357901;0.0;2021-09-03;72
5357900;0.0;2021-09-02;72
5353629;0.0;2021-09-01;72
5353628;0.0;2021-08-31;72
5351652;0.0;2021-08-30;72
5351651;0.0;2021-08-29;72
5351650;0.0;2021-08-28;72
5350978;0.0;2021-08-27;72
5350977;0.0;2021-08-26;72
5349600;0.0;2021-08-25;72
5349599;0.0;2021-08-24;72
5349598;0.0;2021-08-23;72
5349597;0.0;2021-08-22;72
5349596;0.0;2021-08-21;72
5349595;0.0;2021-08-20;72
5349594;0.0;2021-08-19;72
5349593;0.0;2021-08-18;72
5346180;0.0;2021-08-17;72
5345357;0.0;2021-08-16;72
5345356;0.0;2021-08-15;72
5345355;0.0;2021-08-14;72
5345354;0.0;2021-08-13;72
5343774;0.0;2021-08-12;72
5343773;0.0;2021-08-11;72
5343772;0.0;2021-08-10;72
5343771;0.0;2021-08-09;72
5343770;0.0;2021-08-08;72
5343769;0.0;2021-08-07;72
5341101;0.0;2021-08-06;72
5341100;0.0;2021-08-05;72
5341099;0.0;2021-08-04;72
5339461;0.0;2021-08-03;72
5339152;0.0;2021-08-02;72
5339151;0.0;2021-08-01;72
5339150;0.0;2021-07-31;72
5339149;0.0;2021-07-30;72
5339148;0.0;2021-07-29;72
5339147;0.0;2021-07-28;72
5339146;0.0;2021-07-27;72
5339145;0.0;2021-07-26;72
5339144;0.0;2021-07-25;72
5339143;0.0;2021-07-24;72
5339142;0.0;2021-07-23;72
5334369;0.0;2021-07-22;72
5334368;0.0;2021-07-21;72
5334367;0.0;2021-07-20;72
5334366;0.0;2021-07-19;72
5334365;0.0;2021-07-18;72
5334364;0.0;2021-07-17;72
5334363;0.0;2021-07-16;72
5334362;0.0;2021-07-15;72
5334361;0.0;2021-07-14;72
5334360;0.0;2021-07-13;72
5334359;0.0;2021-07-12;72
5334358;0.0;2021-07-11;72
5334357;0.0;2021-07-10;72
5334356;0.0;2021-07-09;72
5327523;0.0;2021-07-08;72
5327522;0.0;2021-07-07;72
5327521;0.0;2021-07-06;72
5325936;0.0;2021-07-05;72
5325935;0.0;2021-07-04;72
5325934;0.0;2021-07-03;72
5324080;6.0;2021-07-02;72
5323520;0.0;2021-07-01;72
5323518;0.0;2021-06-30;72
5323517;0.0;2021-06-29;72
5323516;0.0;2021-06-28;72
5323515;0.0;2021-06-27;72
5320724;0.0;2021-06-26;72
5320723;0.0;2021-06-25;72
5318722;0.0;2021-06-24;72
5318721;0.0;2021-06-23;72
5318720;0.0;2021-06-22;72
5318719;0.0;2021-06-21;72
5318718;0.0;2021-06-20;72
5318717;0.0;2021-06-19;72
5318716;0.0;2021-06-18;72
5318715;0.0;2021-06-17;72
5318714;0.0;2021-06-16;72
5318713;0.0;2021-06-15;72
5318712;0.0;2021-06-14;72
5318711;0.0;2021-06-13;72
5318710;0.0;2021-06-12;72
5318709;0.0;2021-06-11;72
5318708;0.0;2021-06-10;72
5311898;0.0;2021-06-09;72
5311897;0.0;2021-06-08;72
5311896;0.0;2021-06-07;72
5311895;0.0;2021-06-06;72
5311894;0.0;2021-06-05;72
5311893;0.0;2021-06-04;72
5311892;0.0;2021-06-03;72
5308159;0.0;2021-06-02;72
5308158;0.0;2021-06-01;72
5306384;0.0;2021-05-31;72
5306383;0.0;2021-05-30;72
5306382;0.0;2021-05-29;72
5306381;0.0;2021-05-28;72
5306380;0.0;2021-05-27;72
5306379;0.0;2021-05-26;72
5306378;0.0;2021-05-25;72
5306377;0.0;2021-05-24;72
5302587;0.0;2021-05-23;72
5302586;0.0;2021-05-22;72
5302585;0.0;2021-05-21;72
5302584;0.0;2021-05-20;72
5302583;0.0;2021-05-19;72
5302582;0.0;2021-05-18;72
5302581;0.0;2021-05-17;72
5302580;0.0;2021-05-16;72
5302579;0.0;2021-05-15;72
5298554;13.0;2021-05-14;72
5297980;8.0;2021-05-13;72
5297614;0.0;2021-05-12;72
5297613;0.0;2021-05-11;72
5297612;0.0;2021-05-10;72
5297611;0.0;2021-05-09;72
5297610;0.0;2021-05-08;72
5294861;13.0;2021-05-07;72
5294860;0.0;2021-05-06;72
5293499;22.0;2021-05-05;72
5292948;0.0;2021-05-04;72
5292947;0.0;2021-05-03;72
5292946;20.0;2021-05-02;72
5292945;0.0;2021-05-01;72
5290954;0.0;2021-04-30;72
5289891;29.0;2021-04-29;72
5289111;0.0;2021-04-28;72
5289110;0.0;2021-04-27;72
5289109;0.0;2021-04-26;72
5289108;0.0;2021-04-25;72
5287306;0.0;2021-04-24;72
5286439;16.0;2021-04-23;72
5286438;0.0;2021-04-22;72
5285432;0.0;2021-04-21;72
5285431;0.0;2021-04-20;72
5284585;0.0;2021-04-19;72
5284584;0.0;2021-04-18;72
5284583;0.0;2021-04-17;72
5284582;0.0;2021-04-16;72
5284581;5.0;2021-04-15;72
5284580;0.0;2021-04-14;72
5281938;4.0;2021-04-13;72
5280628;40.0;2021-04-12;72
5280627;16.0;2021-04-11;72
5280626;0.0;2021-04-10;72
5279612;0.0;2021-04-09;72
5278881;0.0;2021-04-08;72
5278880;0.0;2021-04-07;72
5277286;0.0;2021-04-06;72
5276609;4.0;2021-04-05;72
5276608;0.0;2021-04-04;72
5276607;0.0;2021-04-03;72
5275594;18.0;2021-04-02;72
5275593;0.0;2021-04-01;72
5274847;0.0;2021-03-31;72
5274846;32.0;2021-03-30;72
5274845;0.0;2021-03-29;72
5273406;13.0;2021-03-28;72
5273405;0.0;2021-03-27;72
5272422;36.0;2021-03-26;72
5271564;35.0;2021-03-25;72
5270692;3.0;2021-03-24;72
5270622;0.0;2021-03-23;72
5269894;0.0;2021-03-22;72
5269893;0.0;2021-03-21;72
5268632;7.5;2021-03-20;72
5268631;0.0;2021-03-19;72
5268630;18.5;2021-03-18;72
5268629;0.0;2021-03-17;72
5268628;0.0;2021-03-16;72
5268627;0.0;2021-03-15;72
5268626;0.0;2021-03-14;72
5268625;0.0;2021-03-13;72
5268624;0.0;2021-03-12;72
5268623;0.0;2021-03-11;72
5264110;0.0;2021-03-10;72
5264109;0.0;2021-03-09;72
5264108;0.0;2021-03-08;72
5264107;0.0;2021-03-07;72
5264106;9.5;2021-03-06;72
5262167;0.0;2021-03-05;72
5262166;0.0;2021-03-04;72
5261048;0.0;2021-03-03;72
5261047;22.0;2021-03-02;72
5261046;27.0;2021-03-01;72
5259826;0.0;2021-02-28;72
5258398;0.0;2021-02-27;72
5258397;35.0;2021-02-26;72
5257424;0.0;2021-02-25;72
5257423;0.0;2021-02-24;72
5257422;0.0;2021-02-23;72
5255413;0.0;2021-02-22;72
5255412;0.0;2021-02-21;72
5255411;0.0;2021-02-20;72
5253962;0.0;2021-02-19;72
5253472;37.0;2021-02-18;72
5253471;0.0;2021-02-17;72
5252224;0.0;2021-02-16;72
5252223;0.0;2021-02-15;72
5252222;0.0;2021-02-14;72
5252221;0.0;2021-02-13;72
5249354;0.0;2021-02-12;72
5249353;0.0;2021-02-11;72
5249352;0.0;2021-02-10;72
5246853;7.0;2021-02-09;72
5246852;0.0;2021-02-08;72
5246851;0.0;2021-02-07;72
5246850;0.0;2021-02-06;72
5246849;0.0;2021-02-05;72
5246848;0.0;2021-02-04;72
5246847;0.0;2021-02-03;72
5246846;0.0;2021-02-02;72
5242611;0.0;2021-02-01;72
5241778;21.0;2021-01-31;72
5241777;0.0;2021-01-30;72
5241776;0.0;2021-01-29;72
5241775;0.0;2021-01-28;72
5239959;0.0;2021-01-27;72
5239198;0.0;2021-01-26;72
5239197;0.0;2021-01-25;72
5237546;3.5;2021-01-24;72
5237545;0.0;2021-01-23;72
5237544;0.0;2021-01-22;72
5235777;22.0;2021-01-21;72
5235776;0.0;2021-01-20;72
5235775;0.0;2021-01-19;72
5233131;0.0;2021-01-18;72
5233130;0.0;2021-01-17;72
5233129;0.0;2021-01-16;72
5231730;0.0;2021-01-15;72
5230203;0.5;2021-01-14;72
5230202;0.0;2021-01-13;72
5230201;0.0;2021-01-12;72
5228357;0.0;2021-01-11;72
5228356;0.0;2021-01-10;72
5228355;0.0;2021-01-09;72
5228354;0.0;2021-01-08;72
5228353;0.0;2021-01-07;72
5228352;0.0;2021-01-06;72
5224630;0.0;2021-01-05;72
5224629;0.0;2021-01-04;72
5224628;0.0;2021-01-03;72
5224627;0.0;2021-01-02;72
5224626;0.0;2021-01-01;72
5224625;0.0;2020-12-31;72
5224624;0.0;2020-12-30;72
5220314;0.0;2020-12-29;72
5220313;0.0;2020-12-28;72
5220312;0.0;2020-12-27;72
5220311;0.0;2020-12-26;72
5220310;0.0;2020-12-25;72
5218134;0.0;2020-12-24;72
5218133;0.0;2020-12-23;72
5217180;0.0;2020-12-22;72
5217179;0.0;2020-12-21;72
5217178;0.0;2020-12-20;72
5217177;0.0;2020-12-19;72
5217176;0.0;2020-12-18;72
5213982;0.0;2020-12-17;72
5213981;0.0;2020-12-16;72
5213980;0.0;2020-12-15;72
5211887;0.0;2020-12-14;72
5211886;0.0;2020-12-13;72
5211885;0.0;2020-12-12;72
5211884;0.0;2020-12-11;72
5211883;0.0;2020-12-10;72
5211882;0.0;2020-12-09;72
5211881;0.0;2020-12-08;72
5211880;0.0;2020-12-07;72
5211879;0.0;2020-12-06;72
5211878;0.0;2020-12-05;72
5207757;0.0;2020-12-04;72
5207356;0.0;2020-12-03;72
5207355;0.0;2020-12-02;72
5207354;0.0;2020-12-01;72
5207353;0.0;2020-11-30;72
5207352;0.0;2020-11-29;72
5207351;0.0;2020-11-28;72
5207350;0.0;2020-11-27;72
5207349;0.0;2020-11-26;72
5207348;0.0;2020-11-25;72
5207347;0.0;2020-11-24;72
5207346;0.0;2020-11-23;72
5207345;11.0;2020-11-22;72
5207344;0.0;2020-11-21;72
5207343;0.0;2020-11-20;72
5207342;0.0;2020-11-19;72
5207341;0.0;2020-11-18;72
5207340;0.0;2020-11-17;72
5207339;0.0;2020-11-16;72
5207338;0.0;2020-11-15;72
5207337;0.0;2020-11-14;72
5207336;0.0;2020-11-13;72
5207335;0.0;2020-11-12;72
5207334;0.0;2020-11-11;72
5207333;0.0;2020-11-10;72
5207332;0.0;2020-11-09;72
5207331;0.0;2020-11-08;72
5207330;0.0;2020-11-07;72
5207329;0.0;2020-11-06;72
5207328;0.0;2020-11-05;72
5207327;0.0;2020-11-04;72
5207326;0.0;2020-11-03;72
5207325;0.0;2020-11-02;72
5207324;22.0;2020-11-01;72
5207323;0.0;2020-10-31;72
5207322;0.0;2020-10-30;72
5207321;0.0;2020-10-29;72
5207320;0.0;2020-10-28;72
5207319;0.0;2020-10-27;72
5207318;0.0;2020-10-26;72
5207317;0.0;2020-10-25;72
5207316;0.0;2020-10-24;72
5207315;0.0;2020-10-23;72
5207314;0.0;2020-10-22;72
5207313;0.0;2020-10-21;72
5207312;0.0;2020-10-20;72
5207311;0.0;2020-10-19;72
5207310;0.0;2020-10-18;72
5207309;0.0;2020-10-17;72
5207308;0.0;2020-10-16;72
5207307;0.0;2020-10-15;72
5207306;0.0;2020-10-14;72
5207305;0.0;2020-10-13;72
5207304;0.0;2020-10-12;72
5207303;0.0;2020-10-11;72
5207302;0.0;2020-10-10;72
5207301;0.0;2020-10-09;72
5207300;0.0;2020-10-08;72
5207299;0.0;2020-10-07;72
5207298;0.0;2020-10-06;72
5207297;0.0;2020-10-05;72
5207296;0.0;2020-10-04;72
5207295;0.0;2020-10-03;72
5207294;0.0;2020-10-02;72
5174149;0.0;2020-10-01;72
5174148;0.0;2020-09-30;72
5174147;0.0;2020-09-29;72
5172398;0.0;2020-09-28;72
5172397;0.0;2020-09-27;72
5172396;0.0;2020-09-26;72
5171788;0.0;2020-09-25;72
5171072;0.0;2020-09-24;72
5171071;0.0;2020-09-23;72
5169455;0.0;2020-09-22;72
5168917;0.0;2020-09-21;72
5168916;0.0;2020-09-20;72
5168915;0.0;2020-09-19;72
5168914;0.0;2020-09-18;72
5167408;0.0;2020-09-17;72
5166713;0.0;2020-09-16;72
5166712;0.0;2020-09-15;72
5164909;0.0;2020-09-14;72
5164908;0.0;2020-09-13;72
5164907;0.0;2020-09-12;72
5164513;0.0;2020-09-11;72
5164512;0.0;2020-09-10;72
5164511;0.0;2020-09-09;72
5164510;0.0;2020-09-08;72
5164509;0.0;2020-09-07;72
5164508;0.0;2020-09-06;72
5164507;0.0;2020-09-05;72
5164506;0.0;2020-09-04;72
5164505;0.0;2020-09-03;72
5164504;0.0;2020-09-02;72
5164503;0.0;2020-09-01;72
5164502;0.0;2020-08-31;72
5164501;0.0;2020-08-30;72
5164500;0.0;2020-08-29;72
5164499;0.0;2020-08-28;72
5164498;0.0;2020-08-27;72
5164497;0.0;2020-08-26;72
5164496;0.0;2020-08-25;72
5164495;0.0;2020-08-24;72
5164494;0.0;2020-08-23;72
5164493;0.0;2020-08-22;72
5164492;0.0;2020-08-21;72
5164491;0.0;2020-08-20;72
5164490;0.0;2020-08-19;72
5164489;0.0;2020-08-18;72
5164488;0.0;2020-08-17;72
5164487;0.0;2020-08-16;72
5164486;0.0;2020-08-15;72
5164485;0.0;2020-08-14;72
5164484;0.0;2020-08-13;72
5164483;0.0;2020-08-12;72
5164482;0.0;2020-08-11;72
5164481;0.0;2020-08-10;72
5164480;0.0;2020-08-09;72
5164479;0.0;2020-08-08;72
5164478;0.0;2020-08-07;72
5164477;0.0;2020-08-06;72
5164476;0.0;2020-08-05;72
5164475;0.0;2020-08-04;72
5144216;0.0;2020-08-03;72
5144215;0.0;2020-08-02;72
5144214;0.0;2020-08-01;72
5142838;0.0;2020-07-31;72
5141902;9.0;2020-07-30;72
5141784;0.0;2020-07-29;72
5141783;0.0;2020-07-28;72
5141782;0.0;2020-07-27;72
5140088;0.0;2020-07-26;72
5140087;0.0;2020-07-25;72
5140086;0.0;2020-07-24;72
5140085;0.0;2020-07-23;72
5140084;0.0;2020-07-22;72
5137991;16.0;2020-07-21;72
5137990;0.0;2020-07-20;72
5137989;0.0;2020-07-19;72
5137988;0.0;2020-07-18;72
5136747;2.0;2020-07-17;72
5136578;0.0;2020-07-16;72
5136577;0.0;2020-07-15;72
5135307;0.0;2020-07-14;72
5135136;0.0;2020-07-13;72
5135135;0.0;2020-07-12;72
5135134;0.0;2020-07-11;72
5135133;0.0;2020-07-10;72
5135132;0.0;2020-07-09;72
5135131;0.0;2020-07-08;72
5135130;10.0;2020-07-07;72
5130812;31.0;2020-07-06;72
5130811;0.0;2020-07-05;72
5130810;0.0;2020-07-04;72
5130048;0.0;2020-07-03;72
5130047;0.0;2020-07-02;72
5130046;0.0;2020-07-01;72
5128167;0.0;2020-06-30;72
5127516;0.0;2020-06-29;72
5127515;0.0;2020-06-28;72
5127514;0.0;2020-06-27;72
5127513;0.0;2020-06-26;72
5127512;0.0;2020-06-25;72
5124803;0.0;2020-06-24;72
5124628;0.0;2020-06-23;72
5124090;0.0;2020-06-22;72
5124089;0.0;2020-06-21;72
5124088;0.0;2020-06-20;72
5122895;0.0;2020-06-19;72
5122009;11.0;2020-06-18;72
5121632;0.0;2020-06-17;72
5120880;0.0;2020-06-16;72
5120434;0.0;2020-06-15;72
5120433;0.0;2020-06-14;72
5120432;0.0;2020-06-13;72
5120431;0.0;2020-06-12;72
5120430;0.0;2020-06-11;72
5118392;8.0;2020-06-10;72
5118391;0.0;2020-06-09;72
5117138;0.0;2020-06-08;72
5117137;0.0;2020-06-07;72
5117136;0.0;2020-06-06;72
5117135;0.0;2020-06-05;72
5117134;0.0;2020-06-04;72
5113220;4.0;2020-06-03;72
5113219;0.0;2020-06-02;72
5111713;16.0;2020-06-01;72
5111712;0.0;2020-05-31;72
5111711;0.0;2020-05-30;72
5110021;16.0;2020-05-29;72
5110020;0.0;2020-05-28;72
5110019;0.0;2020-05-27;72
5108859;0.0;2020-05-26;72
5108858;10.0;2020-05-25;72
5107215;26.0;2020-05-24;72
5107214;0.0;2020-05-23;72
5107213;0.0;2020-05-22;72
5105366;8.5;2020-05-21;72
5104879;2.0;2020-05-20;72
5104878;0.0;2020-05-19;72
5103867;0.0;2020-05-18;72
5103104;25.0;2020-05-17;72
5102232;2.0;2020-05-16;72
5102231;0.0;2020-05-15;72
5102230;0.0;2020-05-14;72
5102229;0.0;2020-05-13;72
5102228;0.0;2020-05-12;72
5100741;0.0;2020-05-11;72
5100740;0.0;2020-05-10;72
5100739;0.0;2020-05-09;72
5100738;0.0;2020-05-08;72
5100737;0.0;2020-05-07;72
5098238;8.5;2020-05-06;72
5098237;0.0;2020-05-05;72
5097116;0.0;2020-05-04;72
5097115;0.0;2020-05-03;72
5097114;0.0;2020-05-02;72
5097113;0.0;2020-05-01;72
5097112;0.0;2020-04-30;72
5097111;0.0;2020-04-29;72
5093860;11.0;2020-04-28;72
5093231;24.0;2020-04-27;72
5093230;0.0;2020-04-26;72
5093229;0.0;2020-04-25;72
5091604;2.0;2020-04-24;72
5090999;13.0;2020-04-23;72
5090998;0.0;2020-04-22;72
5089331;15.0;2020-04-21;72
5089145;0.0;2020-04-20;72
5089144;0.0;2020-04-19;72
5089143;0.0;2020-04-18;72
5089142;0.0;2020-04-17;72
5089141;0.0;2020-04-16;72
5089140;0.0;2020-04-15;72
5089139;0.0;2020-04-14;72
5085097;1.5;2020-04-13;72
5085096;0.0;2020-04-12;72
5085095;0.0;2020-04-11;72
5085094;0.0;2020-04-10;72
5085093;0.0;2020-04-09;72
5085092;0.0;2020-04-08;72
5085091;0.0;2020-04-07;72
5085090;0.0;2020-04-06;72
5081909;14.0;2020-04-05;72
5081186;18.0;2020-04-04;72
5080764;4.0;2020-04-03;72
5080763;0.0;2020-04-02;72
5080762;0.0;2020-04-01;72
5079062;20.0;2020-03-31;72
5079064;0.0;2020-03-30;72
5079063;0.0;2020-03-29;72
5077809;45.0;2020-03-28;72
5077647;0.0;2020-03-27;72
5076781;19.0;2020-03-26;72
5075975;35.0;2020-03-25;72
5075974;0.0;2020-03-24;72
5075973;0.0;2020-03-23;72
5075972;0.0;2020-03-22;72
5075971;0.0;2020-03-21;72
5074288;11.0;2020-03-20;72
5073910;12.0;2020-03-19;72
5073707;0.0;2020-03-18;72
5073090;29.0;2020-03-17;72
5072944;0.0;2020-03-16;72
5071628;20.0;2020-03-15;72
5071627;0.0;2020-03-14;72
5070684;8.0;2020-03-13;72
5070683;0.0;2020-03-12;72
5069778;0.0;2020-03-11;72
5069414;0.0;2020-03-10;72
5068486;0.0;2020-03-09;72
5068485;17.0;2020-03-08;72
5068484;0.0;2020-03-07;72
5067396;12.0;2020-03-06;72
5067395;10.0;2020-03-05;72
5067394;0.0;2020-03-04;72
5067393;0.0;2020-03-03;72
5067392;0.0;2020-03-02;72
5067391;0.0;2020-03-01;72
5062493;22.0;2020-02-29;72
5062492;0.0;2020-02-28;72
5062491;0.0;2020-02-27;72
5061337;2.0;2020-02-26;72
5061336;0.0;2020-02-25;72
5061335;0.0;2020-02-24;72
5059908;5.5;2020-02-23;72
5059579;17.0;2020-02-22;72
5059117;10.0;2020-02-21;72
5059116;0.0;2020-02-20;72
5057455;5.5;2020-02-19;72
5056109;106.0;2020-02-18;72
5056108;0.0;2020-02-17;72
5056107;0.0;2020-02-16;72
5056106;0.0;2020-02-15;72
5056105;0.0;2020-02-14;72
5056104;0.0;2020-02-13;72
5056103;0.0;2020-02-12;72
5056102;0.0;2020-02-11;72
5049312;7.5;2020-02-10;72
5049311;0.0;2020-02-09;72
5049310;0.0;2020-02-08;72
5048575;0.0;2020-02-07;72
5047886;17.0;2020-02-06;72
5046429;12.0;2020-02-05;72
5046428;0.0;2020-02-04;72
5046427;0.0;2020-02-03;72
5043629;56.0;2020-02-02;72
5043120;35.0;2020-02-01;72
5043121;0.0;2020-01-31;72
5041829;0.0;2020-01-30;72
5041828;0.0;2020-01-29;72
5038995;11.0;2020-01-28;72
5041827;0.0;2020-01-27;72
5038994;0.0;2020-01-26;72
5038993;0.0;2020-01-25;72
5038992;0.0;2020-01-24;72
5038991;0.0;2020-01-23;72
5038990;0.0;2020-01-22;72
5038989;0.0;2020-01-21;72
5038988;0.0;2020-01-20;72
5038987;0.0;2020-01-19;72
5038986;0.0;2020-01-18;72
5038985;0.0;2020-01-17;72
5038984;0.0;2020-01-16;72
5025142;0.0;2020-01-15;72
5025141;0.0;2020-01-14;72
5025140;0.0;2020-01-13;72
5025139;0.0;2020-01-12;72
5021133;3.0;2020-01-11;72
5019138;26.0;2020-01-10;72
5015280;15.0;2020-01-09;72
5015279;0.0;2020-01-08;72
5015278;0.0;2020-01-07;72
5015277;0.0;2020-01-06;72
5006959;4.0;2020-01-05;72
5006963;0.0;2020-01-04;72
5006962;0.0;2020-01-03;72
5006961;0.0;2020-01-02;72
5006960;0.0;2020-01-01;72
5007061;0.0;2019-12-31;72
5007060;0.0;2019-12-30;72
5007059;0.0;2019-12-29;72
5007058;0.0;2019-12-28;72
5007057;0.0;2019-12-27;72
5007056;0.0;2019-12-26;72
5007055;0.0;2019-12-25;72
5007054;0.0;2019-12-24;72
5007053;0.0;2019-12-23;72
5007052;0.0;2019-12-22;72
5007051;0.0;2019-12-21;72
5007050;0.0;2019-12-20;72
5007049;0.0;2019-12-19;72
5007048;0.0;2019-12-18;72
5007047;0.0;2019-12-17;72
5007046;0.0;2019-12-16;72
5007045;0.0;2019-12-15;72
5007044;0.0;2019-12-14;72
5007043;0.0;2019-12-13;72
5007042;0.0;2019-12-12;72
5007041;0.0;2019-12-11;72
5007040;0.0;2019-12-10;72
5007039;0.0;2019-12-09;72
5007038;0.0;2019-12-08;72
5007037;0.0;2019-12-07;72
5007036;0.0;2019-12-06;72
5007035;0.0;2019-12-05;72
5007034;0.0;2019-12-04;72
5007033;0.0;2019-12-03;72
5007032;0.0;2019-12-02;72
5007031;0.0;2019-12-01;72
5007030;0.0;2019-11-30;72
5007029;0.0;2019-11-29;72
5007028;0.0;2019-11-28;72
5007027;0.0;2019-11-27;72
5007026;0.0;2019-11-26;72
5007025;0.0;2019-11-25;72
5007024;0.0;2019-11-24;72
5007023;0.0;2019-11-23;72
5007022;0.0;2019-11-22;72
5007021;0.0;2019-11-21;72
5007020;0.0;2019-11-20;72
5007019;0.0;2019-11-19;72
5007018;0.0;2019-11-18;72
5007017;0.0;2019-11-17;72
5007016;0.0;2019-11-16;72
5007015;0.0;2019-11-15;72
5007014;0.0;2019-11-14;72
5007013;0.0;2019-11-13;72
5007012;0.0;2019-11-12;72
5007011;0.0;2019-11-11;72
5007010;0.0;2019-11-10;72
5007009;0.0;2019-11-09;72
5007008;0.0;2019-11-08;72
5007007;0.0;2019-11-07;72
5007006;0.0;2019-11-06;72
5007005;0.0;2019-11-05;72
5007004;0.0;2019-11-04;72
5007003;0.0;2019-11-03;72
5007002;0.0;2019-11-02;72
5007001;0.0;2019-11-01;72
5007000;0.0;2019-10-31;72
5006999;0.0;2019-10-30;72
5006998;0.0;2019-10-29;72
5006997;0.0;2019-10-28;72
5006996;0.0;2019-10-27;72
5006995;0.0;2019-10-26;72
5006994;0.0;2019-10-25;72
5006993;0.0;2019-10-24;72
5006992;0.0;2019-10-23;72
5006991;0.0;2019-10-22;72
5006990;0.0;2019-10-21;72
5006989;0.0;2019-10-20;72
5006988;0.0;2019-10-19;72
5006987;0.0;2019-10-18;72
5006986;0.0;2019-10-17;72
5006985;0.0;2019-10-16;72
5006984;0.0;2019-10-15;72
5006983;0.0;2019-10-14;72
5006982;0.0;2019-10-13;72
5006981;0.0;2019-10-12;72
5006980;0.0;2019-10-11;72
5006979;0.0;2019-10-10;72
5006978;0.0;2019-10-09;72
5006977;0.0;2019-10-08;72
5006976;0.0;2019-10-07;72
5006975;0.0;2019-10-06;72
5006974;0.0;2019-10-05;72
5006973;0.0;2019-10-04;72
5006972;0.0;2019-10-03;72
5006971;0.0;2019-10-02;72
5006970;0.0;2019-10-01;72
5006969;0.0;2019-09-30;72
5006968;0.0;2019-09-29;72
5006967;0.0;2019-09-28;72
5006966;0.0;2019-09-27;72
5006965;0.0;2019-09-26;72
5006964;0.0;2019-09-25;72
4963632;11.6;2019-09-24;72
4963680;0.0;2019-09-23;72
4963679;0.0;2019-09-22;72
4963678;0.0;2019-09-21;72
4963677;0.0;2019-09-20;72
4963676;0.0;2019-09-19;72
4963675;0.0;2019-09-18;72
4963674;0.0;2019-09-17;72
4963673;0.0;2019-09-16;72
4963672;0.0;2019-09-15;72
4963671;0.0;2019-09-14;72
4963670;0.0;2019-09-13;72
4963669;0.0;2019-09-12;72
4963668;0.0;2019-09-11;72
4963667;0.0;2019-09-10;72
4963666;0.0;2019-09-09;72
4963665;0.0;2019-09-08;72
4963664;0.0;2019-09-07;72
4963663;0.0;2019-09-06;72
4963662;0.0;2019-09-05;72
4963661;0.0;2019-09-04;72
4963660;0.0;2019-09-03;72
4963659;0.0;2019-09-02;72
4963658;0.0;2019-09-01;72
4963657;0.0;2019-08-31;72
4963656;0.0;2019-08-30;72
4963655;0.0;2019-08-29;72
4963654;0.0;2019-08-28;72
4963653;0.0;2019-08-27;72
4963652;0.0;2019-08-26;72
4963651;0.0;2019-08-25;72
4963650;0.0;2019-08-24;72
4963649;0.0;2019-08-23;72
4963648;0.0;2019-08-22;72
4963647;0.0;2019-08-21;72
4963646;0.0;2019-08-20;72
4963645;0.0;2019-08-19;72
4963644;0.0;2019-08-18;72
4963643;0.0;2019-08-17;72
4963642;0.0;2019-08-16;72
4963641;0.0;2019-08-15;72
4963640;0.0;2019-08-14;72
4963639;0.0;2019-08-13;72
4963638;0.0;2019-08-12;72
4963637;0.0;2019-08-11;72
4963636;0.0;2019-08-10;72
4963635;0.0;2019-08-09;72
4963634;0.0;2019-08-08;72
4963633;0.0;2019-08-07;72
4929733;0.0;2019-08-06;72
4929732;0.0;2019-08-05;72
4929731;0.0;2019-08-04;72
4929730;0.0;2019-08-03;72
4929729;0.0;2019-08-02;72
4929728;0.0;2019-08-01;72
4929727;0.0;2019-07-31;72
4929726;0.0;2019-07-30;72
4929725;0.0;2019-07-29;72
4929724;0.0;2019-07-28;72
4929723;0.0;2019-07-27;72
4929722;0.0;2019-07-26;72
4929721;0.0;2019-07-25;72
4929720;0.0;2019-07-24;72
4917781;11.0;2019-07-23;72
4917265;0.0;2019-07-22;72
4916153;2.5;2019-07-21;72
4916152;0.0;2019-07-20;72
4916151;0.0;2019-07-19;72
4916150;0.0;2019-07-18;72
4916149;0.0;2019-07-17;72
4916148;0.0;2019-07-16;72
4916147;0.0;2019-07-15;72
4916146;0.0;2019-07-14;72
4916145;0.0;2019-07-13;72
4916144;0.0;2019-07-12;72
4912241;25.0;2019-07-11;72
